id	filename	md5	size	state
7f424c84-4ca7-4490-90a9-21a66f82a48f	jhu-usc.edu_GBM.HumanMethylation450.5.lvl-3.TCGA-19-1389-02A-21D-2004-05.gdc_hg38.txt	8219d662322bdde17a3163db6be75f19	141299867	released
55a4c443-f94c-4217-9ea6-05cc3c55539e	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-76-6280-01A-21D-1844-05.gdc_hg38.txt	c3451b0eed0ffd6ebf59478a0fa3d2fd	141288377	released
25a0c7da-7a83-4af9-a343-82ef2e6d95e5	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-76-6657-01A-11D-1844-05.gdc_hg38.txt	4f914b90e68638d80c2298ea524d7413	141293724	released
c93eb3c7-5538-44a9-947b-dd112e6f0148	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-19-5950-01A-11D-1697-05.gdc_hg38.txt	25b0ac4ca3c21d3c595592561a945009	141288817	released
f1fd21a4-5fc5-4859-a06b-3dd1e35b9283	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-14-1450-01B-01D-1844-05.gdc_hg38.txt	c3421b6bd29f36471c8333848f11c8a0	141275196	released
2814b9db-21ab-4a77-9f95-931aacc7e056	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-28-6450-01A-11D-1697-05.gdc_hg38.txt	d9ce478b2f8449760bb5f39244ca082c	141296436	released
7c3bce38-d316-41f7-94b1-c51fdcfb32b9	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-19-5954-01A-11D-1697-05.gdc_hg38.txt	fcbdeb8e0cd3e7e0d58d0b6713ea0728	141293566	released
c3d1e4ed-d4bf-480e-93c6-72b7e2af2164	jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-28-5214-01A-01D-1481-05.gdc_hg38.txt	5342c841aea40b0c3585fa5c1097c890	141280959	released
cdfb4476-4019-4a5f-bb3e-dfae40ab95c3	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-14-1043-01B-11D-1844-05.gdc_hg38.txt	ed1e83be9a2a3e08c52b73074829b242	141287267	released
374d6d40-766c-4dd9-9230-7222d57b1a62	jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-76-4927-01A-01D-1481-05.gdc_hg38.txt	0470b7483a17e6e87bfc90e44376bfb9	141286886	released
eab825a7-92ec-44db-bd7f-8fbed652c7d2	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-06-5408-01A-01D-1697-05.gdc_hg38.txt	629b7696c2762e2b3abf061643ffc87a	141302557	released
5a9ed76d-e6ef-4ab3-92cb-8eb6e0b6409d	jhu-usc.edu_GBM.HumanMethylation450.11.lvl-3.TCGA-06-AABW-11A-31D-A368-05.gdc_hg38.txt	18a60e6535903167fe636e51e3fa7405	141298080	released
543cb1f9-4043-4b3c-88ef-f54ef8780606	jhu-usc.edu_GBM.HumanMethylation450.6.lvl-3.TCGA-28-5216-01A-01D-1481-05.gdc_hg38.txt	b30a01c4c374c2b2d16869b48197d6e1	141299486	released
23eed9c1-4f1f-47ff-940d-4379e0f10d11	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-74-6577-01A-11D-1844-05.gdc_hg38.txt	4e54267906f712a0906e67b34366f489	141299916	released
37951987-b142-4d66-bfbe-8ba1381815e4	jhu-usc.edu_GBM.HumanMethylation450.2.lvl-3.TCGA-06-0221-02A-11D-2004-05.gdc_hg38.txt	9ec8f2b48d1d4b457ba897caab55a85c	141288390	released
d1381b00-ae41-4738-ba3c-68454410ef96	jhu-usc.edu_GBM.HumanMethylation450.3.lvl-3.TCGA-06-0152-02A-01D-2004-05.gdc_hg38.txt	a2d1c9c39ed8a475578c13d214341843	141279239	released
17f27a91-075e-4473-96cf-e4cee023d72b	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-28-2501-01A-01D-1697-05.gdc_hg38.txt	db4ac0b5894a796eebf4def854d18030	141289748	released
d9d58c82-3ce6-4496-8a64-94a71124f344	jhu-usc.edu_GBM.HumanMethylation450.4.lvl-3.TCGA-14-0736-01A-01D-A45W-05.gdc_hg38.txt	00c102c583b3c75381b4dee2ecd357b2	141302263	released
079fcaff-3ae6-4150-b2e6-2b7330ffbcd9	jhu-usc.edu_GBM.HumanMethylation450.10.lvl-3.TCGA-19-A6J5-01A-21D-A33U-05.gdc_hg38.txt	37f3d1f81251245bc851af1ee9199cde	141284622	released
95a3dafa-2c3c-44c7-a8f6-4e2727136938	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-74-6573-01A-12D-1844-05.gdc_hg38.txt	d4d55f4d3131b7d45bc03b4d5dc95da6	141291938	released
